seller_id,specialized_product,times_sold,average_review_score,specialized_category
06bb3a2fe5e7b7a845b13e8fb91bd944,8a4505505378c8f5d983f3201e9c25da,3,4.611111111111111,beleza_saude
06df0c10d34e459d9672bc77388742eb,0bbdc963004d9b2fd3427ee3c5ae3608,30,4.366666666666666,esporte_lazer
06e5eefc71ec47ae763c5c6f8db7064f,3006b8f5b476750a03137c1b2755cea1,15,3.903225806451613,informatica_acessorios
07017df32dc5f2f1d2801e579548d620,027bb42a4ef22da4c7a80ecf9c60ba0c,5,4.111111111111111,telefonia
070d165398b553f3b4b851c216b8a358,efcef300fe9b2c558a8ea258127f6e6f,14,3.5,pet_shop
0725b8c0f3f906e58f70cbe76b7c748c,16ce899c7af0c99f46948734a0d00f0f,10,3.575,utilidades_domesticas
0743a0239d764b9a0f959a57d07e36ab,394ccaadf8429703362e1796dccbf4d9,3,4.75,alimentos
0747d5bb69f0586cc869d8af4c50f93e,ddc01db3147c02cb8f547ac87da1718f,3,3.466666666666667,perfumaria
0761743cbffb25d7148189e9f1a5f03a,5fea1628f3d9680db59c20a4d80c221f,5,4.285714285714286,beleza_saude
077c5fae4bea9500e3737b16f71b9d3a,610ab592e0d325dee460ae2c00f1a85c,3,4.666666666666667,utilidades_domesticas
0791d9fc1e30678ecf03d3e55fa108d3,6e649da572cb3e7bd20ef7203d43829c,4,2.727272727272727,utilidades_domesticas
079d295dcbf06ee8bb1b65ba964eb2b6,aeb767ca82c5a6cca8bbac33c4e21579,7,4.8,construcao_ferramentas_construcao
07a9bc7f61396b658ddf3ac534efe44c,5c5f3e091101bea69642eb3dd145b17d,1,3.5,brinquedos
07bf9669d84d1f11be443a9dd938f698,d73378cc66536ea4da8b4026e23ec2cf,4,3.25,moveis_cozinha_area_de_servico_jantar_e_jardim
07d75e33f2750d97d467fb57e4dfdd8a,10a6596b3224c408ee46c8aaaa2977cd,1,2.5,eletroportateis
07de60b03d150fb3ea09eab5da5e4c8b,a883c6cc6b971869a2c962f76fb73ab1,5,4.333333333333333,cama_mesa_banho
07e8e8fc5222bb358e6f259da3197074,28b04f8634b7c9c6e3a41fbd0271e295,1,4.0,
080102cd0a76b09e0dcf55fcacc60e05,94a6c010ef78e62cab34c6caf0a69b5f,11,4.492307692307692,informatica_acessorios
080199a181c46c657dc5aa235411be3b,74985eecf05f5ef2d7e4c59156454e2c,7,4.609756097560975,automotivo
08061dc0fc165ed41288cc7acde738ee,8afee64dc809d5e833ae113a81774ddc,2,4.5,informatica_acessorios
08084d990eb3f53af056ccbc1730c8a7,9c31382f02ac001fe1a33a466471d98c,7,4.454545454545454,eletronicos
081acf3de680d554796c9cf041be7bc2,c33af1c0bec994ff07664ab6dcae7a86,5,4.125,moveis_decoracao
082e0bf4cb865a6533b1e8e498cc0255,1d8ff272f4ff5248bde1358ef928713f,3,3.3043478260869565,ferramentas_jardim
085f6f7e049c996695fb2074fe38d45e,1053d2f1df34b526957673f25a1b50e3,2,3.625,utilidades_domesticas
08633c14ef2db992c11f840f04fad4cd,781afe929e3016a667f5f439afd55fce,59,4.237113402061856,esporte_lazer
0873d9f8f36123f8d910f4760e788cfb,00fd6afd95fe066db8433832180a5369,1,3.1666666666666665,telefonia
0885aaf116795758dfeb5f1032487bcd,cd2c0529e45020c77a7c05b4ef2408fd,4,4.2,cama_mesa_banho
0887a9f087bcd5d9f6642b52f897fc6c,430d215740da7fdda91cc938f8fd92f6,7,4.416666666666667,telefonia
08ad4ac1388e4420ca531c3edfc46198,f63e5eb82736ac58d9d286f64fe5c44f,3,2.7142857142857144,pet_shop
08cdbae123ff67ca4e36d9d641ce0119,b6106bf3d09b8fdd33c3a9559da43145,4,2.4285714285714284,moveis_sala
08d0949a9a17c027262db1f3c450c26c,1cdbe059c1ca8e6b8e3c595c382afd56,3,3.5384615384615383,moveis_decoracao
08d1c9478fb0d7d7fcac9c0da4e82fc7,f000b8e179dc162f26046103cd109ea3,1,5.0,moveis_decoracao
08d2d642cf72b622b14dde1d2f5eb2f5,fff0a542c3c62682f23305214eaeaa24,8,4.428571428571429,papelaria
08f5819815f3d06545011850bd70f0a8,68fda662b16d76fbfc062c124171a29d,1,4.666666666666667,beleza_saude
091065b789659bc3cd9af9cb3a6253ff,1c3122302b284dc602555cee331847da,2,3.5,cool_stuff
0936e1837d0c79253456bbb2ffaaef10,ecb624b552f939e58c7881de58ece085,2,5.0,ferramentas_jardim
093805f8f2aeb63881444571e1f48f30,4dddd45aa241530edb5412e8846361fa,5,3.814814814814815,beleza_saude
094ced053e257ae8cae57205592d6712,1c47e837f2780378d8485d04ab83a45d,4,4.052631578947368,beleza_saude
0951a6e282947e09cd47969f4ed0b47f,67e927f7378303fc91ee4c3fc301bf5a,6,4.857142857142857,perfumaria
09883d9ab71c8fe8a9bfc7fc3075b07e,065855099f5c20755e412cd48702d996,1,3.4,beleza_saude
099095b050cfe8eb1ddff5317587e96e,ad3cad415b6ec472fcdeff903a4a2567,4,2.95,utilidades_domesticas
09bad886111255c5b5030314fc7f1a4a,cbf96c04205dc933b89e025748c2a057,5,5.0,artes
09f952a5f58d2285b0372551ae8f9b01,f521813909e310116b6b2f0b11f3dd44,16,3.875,moveis_decoracao
0a198e95d32b1be2da9424c962a6ebfa,f0788219c3d63c6183bbca7699ca9608,1,5.0,ferramentas_jardim
0a82f5fb06a4fe4ac2cf7cb412ec71b8,4a5088fa8aec7bc653cb9cd2c30039ae,1,5.0,construcao_ferramentas_construcao
0a85ebe4e328db81ac9109781205e2f7,20e4242f5101de646ac3a76508fc640d,2,4.583333333333333,moveis_decoracao
0aa124728afc1131dff5655f4c6f487b,26028d8fc5ad4bb87ebc3675d49b2ae9,1,1.0,automotivo
0aa2205ca24f113f4658a5c536667426,a29c32ba19cb3a3a0a8184fd9f8cb6b7,8,2.8181818181818183,papelaria
0ac4201fda2c68ebc0e47cb9423cf3c9,a41d9e51c365f6e2f5eb1f98fa4097eb,7,4.333333333333333,beleza_saude
0ad80de75c811326389cfb1daba7d45e,1341fe21db99218918b57ca553968a50,1,5.0,brinquedos
0adac9fbd9a2b63cccaac4f8756c1ca8,43944a8f8f0b7ae86b6c3d3c2f257375,10,3.887323943661972,utilidades_domesticas
0ade5cc4a305ed7093a23f68ca47519c,226ed57b23d44cff0ee5aabd9f268fd8,1,5.0,automotivo
0aea4c6ae1505b3228ddf3dd7822ee5b,072346978ec57ef87579ba2cea7c7030,1,3.875,relogios_presentes
0af2ab31141893d26aca5a404a537dab,313d98472cf2ff8d80bcccbed7bed6b1,1,5.0,informatica_acessorios
0af977692321d895349eded183341d28,11932ee7ef31a4bb2bb4ea148568e7fa,1,4.5,pet_shop
0afccdb8a34ee5c79f7c06faf2b4d56e,9ac3471b9357338ea8054108a00389e3,7,4.041666666666667,telefonia
0b09101900100c0e9d312861fad5a1b9,63cbf4066cf395d6634831160ddacbbd,1,4.0,moveis_decoracao
0b0ddbc7b9d9584f442c7ac92b0ff6c9,216085c4602f1d5e004e8e204a1c9752,1,4.666666666666667,automotivo
0b18d63d0cd1d723567903fd34a07df2,8e6e42a2047122de7ae174a7840125b1,4,4.785714285714286,automotivo
0b1ca3ef18a63d7eb0c8897fa0849c08,6647429facfcec3f6bb7162c85985c6b,1,5.0,beleza_saude
0b35c634521043bf4b47e21547b99ab5,4a5c3967bfd3629fe07ef4d0cc8c3818,7,3.4935064935064934,construcao_ferramentas_construcao
0b36063d5818f81ccb94b54adfaebbf5,37eb69aca8718e843d897aa7b82f462d,15,5.0,ferramentas_jardim
0b3f27369a4d8df98f7eb91077e438ac,2fc46e8ba9bbe4d062776e585b8c0057,1,3.6666666666666665,moveis_decoracao
0b46f784306be7200ca1700aa55d819f,d7e07e9115cc56616d76a46cbc3e7c60,1,5.0,automotivo
0b64bcdb0784abc139af04077d49a20e,2ada8214e59b86de70b03d8f03894c93,3,4.75,beleza_saude
0b90b6df587eb83608a64ea8b390cf07,e53e557d5a159f5aa2c5e995dfdf244b,39,4.0,informatica_acessorios
0bae85eb84b9fb3bd773911e89288d54,72d3bf1d3a790f8874096fcf860e3eff,32,4.205479452054795,utilidades_domesticas
0bb27263628258b8111a0262769fa9db,b2cadfc2d6da74fba3a372470641ba61,1,5.0,utilidades_domesticas
0bb738e4d789e63e2267697c42d35a2d,4cafc445fc7535c3b41b8978c0ce68dc,15,4.580645161290323,industria_comercio_e_negocios
0be8ff43f22e456b4e0371b2245e4d01,e8f7d2639ff8caa8b86e5973295898b7,5,3.8944444444444444,esporte_lazer
0bebbb2cea103a4a020c95d43fd7d754,1873d47fb47e167da1520bd9ffbb8f79,1,4.888888888888889,beleza_saude
0bf0150d5b9d60d9cd2906003332f085,9a29b754b7fc0aa8eeb990103fcea4fc,16,3.711864406779661,moveis_decoracao
0bfd0b434243adc5c2e1aa6baf19c6aa,6fc29f9edcdf5b8a70c15131501620e7,1,3.6666666666666665,utilidades_domesticas
0c7533c71df861ec58ad7ff999ed0e8d,ee3cfb33869693f2a7e8417c795d8cfc,9,4.04054054054054,perfumaria
0c7f30ae9b147eca07affbef92832a6a,ad183bca8419cc4a34c0ed87d44b07c7,2,5.0,informatica_acessorios
0c8380b62e38e8a1e6adbeba7eb9688c,7721582bb750762d81850267d19881c1,15,4.040909090909091,cama_mesa_banho
0cab2da43793a6f3c5ed8514c5f54627,dca6d5a73e0fb3c97e3fa17fa7f928d7,2,5.0,papelaria
0cbcee27c791afa0cdcb08587a2013a8,e24f73b7631ee3fbb2ab700a9acaa258,18,3.8536585365853657,fashion_bolsas_e_acessorios
0d33a55da925bbf1ff02af5f6059fc7f,6d68112743e7ed2de3932554b033f544,6,4.52,livros_tecnicos
0d4c8269e7f0401201794deef160edd6,198f4a07b346797ac244a9fe3486d17a,1,4.0,automotivo
0d83f8e03188682112cc0d93523705cc,f5cb4f19ca215fb34aef190918d45f46,6,2.75,informatica_acessorios
0d85bbda9889ce1f7e63778d24f346eb,d189fbf8b5d79a670cebcaaad68d77b2,25,4.211538461538462,papelaria
0daf5180aa44356f60f8effa533b55a2,cc1b5f3a64b4f452bdf5473f10dc6aaf,1,5.0,perfumaria
0db783cfcd3b73998abc6e10e59a102f,8c5876b1c7768217964f353bc7e64393,59,4.213235294117647,telefonia
0dd184061fb0eaa7ca37932c68ab91c5,30ac6df06dc59ad72cf2f158fc2d904c,55,3.953125,industria_comercio_e_negocios
0ddefe3c7a032b91f4e25b9c3a08fca1,7469321b64a52ab80178417a543a45a8,3,4.5,artes_e_artesanato
0df3984f9dfb3d49ac6366acbd3bbb85,921d31a1daa51460b7a95ea5f3ab64d5,28,4.303370786516854,beleza_saude
0dfbed20065e425d2eaefb101f9816c0,0f2c1048222e26ef6d48bed2dc676a9b,2,2.6666666666666665,bebes
0e44d110fa6a54e121cb2c095a77762f,31b4eff484cd1e463ed3ee1a566f84c0,2,4.333333333333333,papelaria
0e72c1a751b496722a6cb1f10653b62a,3688427aeccf5d04ba3b89a068005b6f,1,4.666666666666667,brinquedos
0e982cff76cc0579f632cea8a0e38c9d,eb9a3adbcce4a03f2ea0394ec01a58ad,4,3.25,instrumentos_musicais
0ea22c1cfbdc755f86b9b54b39c16043,e456721fdab66b576664c035ad183965,15,4.333333333333333,fashion_bolsas_e_acessorios
0eaa7e33d73809f1f925f7d07c506cbd,2715967684d6991f7501693bfe08c08b,3,4.714285714285714,brinquedos
0ebd97a106433a45a4aebe57c1799778,a7d756e8f7c4b7e5b679e248a57d91ec,10,4.5,fashion_bolsas_e_acessorios
0ec28cec4046a4a199b6de9b4c891d97,20e5b387f4e760842c0aeaaca8daf4fa,3,5.0,beleza_saude
0ed6ce5d87fd9c69eaacaeb778d67235,658fc236815a88341f858edcdb0ec78a,7,4.404761904761905,eletronicos
0ee4fb99ac55ffbbc98795aa01b7f8fa,199f076c011ea5e8b546bff05d4f2477,1,5.0,moveis_decoracao
0ef83d7d83ed97cd2a0049ac8be5f88a,719d571299707561c34ba04ab867b32a,31,4.254545454545455,beleza_saude
0f0c984a4a955310903b6b6008660bad,0a3d0e8c9d5c6e92b034ab390cda4a48,1,3.75,esporte_lazer
0f519b0d2e5eb2227c93dd25038bfc01,daf9915404caf75fa1717a436b46fa14,1,5.0,moveis_decoracao
0f7eea709efdf942b5f95c7516dbacd7,e0b9f1ae7c2469feb2555a5d42e2fe53,2,4.0,beleza_saude
0f80a40c312b2472dca482cf50f5186f,b0d010ca0b17fe7e3587343f2c68be43,1,3.0,perfumaria
0f94588695d71662beec8d883ffacf09,4b90d2bd65c83d4ad8a370c2cd3f277c,1,5.0,artes
0fe2d9733ed841eb064503920015a8c0,1df4766d26ab7bcb152eaf8c600210a6,1,4.666666666666667,automotivo
0ff83046c3fa22efee8ecf291888b191,569962b1062cbaf02b768a3fe810fdd3,3,4.818181818181818,esporte_lazer
0ffa40d54288e4f3499b8780dd0f144f,b44ac72ece514e2e7985803cf7cefbc5,4,4.4,livros_tecnicos
10076e5788b8ee532724bcd460baf762,85df978207ed4024ea16570dbb64fd6e,7,4.615384615384615,bebes
10089e9f2fd0c668a8fd4e52e1698888,1fad46b84ac1748ff47bf2d703565a7a,1,4.333333333333333,climatizacao
101921376b577a4540dc30e9009133ca,86133a7d6682fcb51debce06e6514f93,1,2.0,cool_stuff
101a3a003516bc11253298b2fad3cb65,dd231637766e756fd1cf2fd80501fce1,5,4.833333333333333,fashion_roupa_masculina
1025f0e2d44d7041d6cf58b6550e0bfa,b532349fe46b38fbc7bb3914c1bdae07,169,3.8497554157931515,moveis_decoracao
10264f60a8f0a4d2f30810f5c661c673,c4a235a34fa3361e6746f11175504a94,3,5.0,beleza_saude
1099a00e0ee3a50935e6c2447ca090c5,62fbbb0a6ac63ddc705968f95f5fb788,1,3.6666666666666665,climatizacao
10cdd491d1dbea8fb4ead97b19c334ce,78afca59cc52394bc61491aa56f77d6e,2,5.0,pet_shop
10ff823eda2b032e2c93d17a7d294736,76af9e7b28825784063eef745c2bb63a,2,3.888888888888889,utilidades_domesticas
112453736dbe3889cfb74e1aaa0ba0c1,afdb06ebeca917512783bcbaa8ed28c0,12,4.071428571428571,automotivo
1127b7f2594683f2510f1c2c834a486b,aa95bee0592e05d2ef533b8e5b7236b3,10,4.097744360902255,ferramentas_jardim
11305281b50fff20ae8bb473f8e11876,186052b3f166a0f7227e78b2d27652d3,9,4.35,casa_conforto
113e3a788b935f48aad63e1c41dac1bd,ac50a885bf3b6a817bf6a0a2f1e27af4,7,4.404255319148936,artigos_de_natal
116ccb1a1604bc88e4d234a8c23f33de,f59871b3d9da4c64cbe41ad3dd04dc14,10,4.602739726027397,automotivo
11742f81550ac064cc9a40f67151d9ad,2f07e976774b91520e17dd3b2dba73c3,1,5.0,climatizacao
117cfc326c6d50da67ca858ff5c0c852,08c63555bbee955cad9c6a9feab9e9d4,4,4.6,utilidades_domesticas
11938fcc75f6902fea1d0a6f72b54a57,56e4165a2811a685d231891404533e01,1,3.0,cama_mesa_banho
119c7f1a00ef43fad0e57604e76a747c,4100a608bd0aa524b06ffefba973707b,1,4.5,beleza_saude
119d1aef1b4144adba89163f6cd9f5d4,4fcac8e09620cd87a5e5283e6748da67,2,4.75,moveis_cozinha_area_de_servico_jantar_e_jardim
11bfa66332777660bd0640ee84d47006,b756577e274d3a4793fc27209d7072db,14,3.7766990291262137,beleza_saude
11d4c477d09821164bca4f70a2eae031,0b18bdc51d81f585573501ece135a6fd,2,5.0,construcao_ferramentas_jardim
11eac105f3f90a9b87b19c89d91e24f3,eb0db7338f21fb5467875d41aaebe7b3,2,3.6,cool_stuff
11fb6f6d341adbe19e81733701704635,f8763c8e0ef828c6d393b091888f9eb8,3,5.0,cama_mesa_banho
120476eb7a04c149d14772edaf5d9bf2,ee339563912cfcc8a006239baba4d8f3,3,3.8333333333333335,construcao_ferramentas_construcao
1284de4ae8aa26997e748c851557cf0e,3225c54bb2785c33f49f50398fcdb88c,1,2.6666666666666665,relogios_presentes
128639473a139ac0f3e5f5ade55873a5,6a8631b72a2f8729b91514db87e771c0,62,4.176895306859206,eletronicos
128f9bfbe4c7d5185033914b1de3d39a,6480f3f31b23d41c1b8ad051c201b244,3,4.75,beleza_saude
12a8eb0f8d1cd3270695bf2a99f55966,521e6ee10253492c99b97a77007036a0,1,3.5,malas_acessorios
12b9676b00f60f3b700e83af21824c0e,5328338cfaa16ba10561cd970c73ca11,35,4.511111111111111,cool_stuff
12c2ed9cded6138cf0c75f525f565fc7,0e11633dd5ea3089303dd9a9f226d5a8,1,4.25,cama_mesa_banho
13074f016982ff2bd6c58ced8682f000,3347f12bccb00487d0d9aec54dc1037d,8,3.933333333333333,moveis_cozinha_area_de_servico_jantar_e_jardim
131fcb0a0c9a47bba4474aacff0f14b7,4d071a22b9cc548b64a75075a4c63151,3,4.0,eletrodomesticos
1336efc61c316ddf92c899eb817f7cae,8f9eb414b31a9433e8c89178813a2072,5,3.9411764705882355,pet_shop
134285d1f41da5c13a756ee8142c8a4e,a861d5c0df81a446e7e60ddb33ec0659,3,2.75,automotivo
134a288e7de827ec5ec62e3ec9c3a295,761a7d7da15ca2d6f0aaf29e22bd1479,3,4.777777777777778,livros_tecnicos
134b867a0f7f8bbe6abf10f91874891e,a84a9be4cdf0d5dbd36103b1e1ebc82f,1,4.0,automotivo
13511db12ac61e2f89c53b72a944a60b,14814051ee1f5b23865b40f70a259d59,2,3.5,automotivo
1352e06ae67b410cdae0b2a22361167b,1fde73e6b6d28627ff16e222b0044b10,2,2.3333333333333335,relogios_presentes
1354d51653f645349064725ed204e85e,3438c2b09f5a1bb1ed623d3fecafe3b9,3,3.7142857142857144,moveis_decoracao
138dbe45fc62f1e244378131a6801526,4678fb24818cab9ec956d9b610435d9f,8,3.9827586206896552,utilidades_domesticas
139157dd4daa45c25b0807ffff348363,0c90ffc8c44fe5d3e020002cc4da9496,1,4.0,livros_tecnicos
